,area,bathroom,bedroom,business,condominium,garage,neighborhood,price,property,suite
0,170.0,3,4,venda,0,4,Candelária,300000.0,casa,2
0,235.0,1,4,venda,0,4,Ponta Negra,450000.0,casa,1
0,95.0,1,3,venda,0,5,Lagoa Nova,290000.0,casa,0
0,240.0,1,4,venda,0,2,Candelária,350000.0,casa,3
0,,4,3,venda,0,4,Candelária,550000.0,casa,3
0,600.0,2,4,venda,0,3,San Vale,780000.0,casa,2
0,192.0,1,3,venda,0,4,Lagoa Nova,550000.0,casa,1
0,184.0,4,5,venda,0,3,Quintas,278000.0,casa,3
0,320.0,1,3,venda,não informado,5,Ponta Negra,700000.0,casa,1
0,150.0,2,3,venda,0,2,Capim Macio,350000.0,casa,1
0,164.0,2,3,venda,0,2,Cidade Satelite,240000.0,casa,1
0,240.0,3,3,venda,0,2,Neópolis,500000.0,casa,2
0,450.0,0,3,venda,0,0,Cidade Jardim,450000.0,casa,1
0,,1,2,venda,0,0,Pajuçara,33000.0,casa,0
0,220.0,5,4,venda,0,4,Ponta Negra,650000.0,casa,4
0,170.0,1,3,venda,não informado,1,Candelária,330000.0,casa,1
0,230.0,4,4,venda,0,6,Capim Macio,750000.0,casa,3
0,500.0,7,8,venda,0,13,Capim Macio,950000.0,casa,7
0,840.0,5,4,venda,0,5,Ponta Negra,2000000.0,casa,3
0,250.0,3,3,venda,não informado,2,Ponta Negra,470000.0,casa,2
0,780.0,1,0,venda,0,10,Cidade Jardim,1650000.0,casa,4
0,360.0,3,5,venda,0,5,Lagoa Nova,420000.0,casa,2
0,258.0,3,3,venda,0,3,Lagoa Nova,420000.0,casa,2
0,213.0,0,3,venda,não informado,2,Lagoa Nova,360000.0,casa,2
0,209.0,4,4,venda,0,3,Nova Descoberta,340000.0,casa,3
0,600.0,5,5,venda,0,10,San Vale,790000.0,casa,5
0,193.0,1,3,venda,não informado,2,Neópolis,480000.0,casa,1
0,144.0,1,2,venda,0,1,Potengi,120000.0,casa,0
0,86.0,2,3,venda,0,3,Lagoa Nova,650000.0,casa,1
0,350.0,0,7,venda,não informado,8,Ponta Negra,900000.0,casa,7
0,400.0,1,3,venda,0,0,Barro Vermelho,400000.0,casa,0
0,115.0,2,3,venda,0,3,Lagoa Nova,350000.0,casa,0
0,470.0,6,4,venda,0,4,Ponta Negra,2000000.0,casa,3
0,125.0,1,3,venda,0,4,Lagoa Nova,320000.0,casa,0
0,135.0,2,3,venda,não informado,2,Pitimbu,200000.0,casa,1
0,140.0,1,3,venda,0,2,Quintas,145000.0,casa,0
0,500.0,4,4,venda,0,6,Candelária,1300000.0,casa,4
0,280.0,1,4,venda,não informado,3,Lagoa Nova,420000.0,casa,1
0,500.0,7,4,venda,0,3,Candelária,1300000.0,casa,4
0,450.0,2,5,venda,0,4,Capim Macio,850000.0,casa,2
0,192.0,1,3,venda,0,1,Candelária,400000.0,casa,1
0,260.0,5,3,venda,0,3,PARNAMIRIM,350000.0,casa,1
0,380.0,0,3,venda,não informado,3,Lagoa Nova,550000.0,casa,1
0,300.0,5,4,venda,0,5,Cidade Satelite,360000.0,casa,4
0,,0,3,venda,520.0,3,PARNAMIRIM,550000.0,casa,2
0,365.0,1,3,venda,0,3,Nova Descoberta,470000.0,casa,3
0,406.0,1,3,venda,0,6,Lagoa Nova,1050000.0,casa,3
0,500.0,7,5,venda,0,2,Neópolis,580000.0,casa,5
0,200.0,4,4,venda,0,3,Lagoa Seca,450000.0,casa,2
0,300.0,4,4,venda,0,3,Capim Macio,630000.0,casa,3
0,180.0,3,3,venda,0,4,Ponta Negra,350000.0,casa,1
0,528.0,0,2,venda,não informado,4,Lagoa Nova,1000000.0,casa,2
0,285.0,5,3,venda,0,4,Candelária,530000.0,casa,3
0,170.0,2,4,venda,não informado,2,Barro Vermelho,260000.0,casa,1
0,260.0,3,3,venda,0,4,Ponta Negra,450000.0,casa,1
0,250.0,1,4,venda,0,3,Potengi,200000.0,casa,0
0,300.0,4,5,venda,não informado,4,Barro Vermelho,450000.0,casa,4
0,,0,4,venda,não informado,0,Candelária,750000.0,casa,1
0,200.0,2,4,venda,0,2,Lagoa Nova,450000.0,casa,2
0,220.0,1,4,venda,0,2,Tirol,1100000.0,casa,2
0,220.0,1,5,venda,não informado,0,Capim Macio,500000.0,casa,5
0,200.0,1,3,venda,não informado,3,Morro Branco,400000.0,casa,2
0,112.0,1,3,venda,0,1,Lagoa Nova,180000.0,casa,0
0,138.0,2,4,venda,0,1,Quintas,260000.0,casa,1
0,200.0,4,3,venda,0,4,Ponta Negra,480000.0,casa,3
0,115.0,1,3,venda,0,3,Ponta Negra,400000.0,casa,0
0,200.0,1,3,venda,0,2,Pajuçara,85000.0,casa,0
0,300.0,3,3,venda,não informado,2,Capim Macio,550000.0,casa,1
0,353.0,3,3,venda,0,4,Ponta Negra,650000.0,casa,2
0,550.0,5,6,venda,0,1,Capim Macio,1000000.0,casa,4
0,320.0,1,5,venda,não informado,4,Ponta Negra,575000.0,casa,5
0,200.0,1,5,venda,0,0,Neópolis,420000.0,casa,0
0,268.0,4,4,venda,0,1,Cidade Satelite,420000.0,casa,4
0,130.0,3,3,venda,0,2,Neópolis,350000.0,casa,1
0,230.0,5,3,venda,0,6,Neópolis,450000.0,casa,3
0,315.0,0,5,venda,0,3,Lagoa Nova,350000.0,casa,0
0,224.0,1,4,venda,0,2,Lagoa Nova,350000.0,casa,0
0,175.0,4,3,venda,0,2,Capim Macio,550000.0,casa,3
0,270.0,2,4,venda,0,2,POTILANDIA,350000.0,casa,1
0,300.0,1,3,venda,0,4,Lagoa Nova,480000.0,casa,0
0,180.0,1,3,venda,0,1,Potengi,150000.0,casa,0
0,143.0,2,3,venda,0,1,Capim Macio,420000.0,casa,1
0,105.0,1,3,venda,0,0,Quintas,150000.0,casa,0
0,137.0,1,3,venda,0,2,Candelária,260000.0,casa,0
0,213.0,1,4,venda,0,3,Capim Macio,680000.0,casa,3
0,302.0,1,4,venda,0,4,Lagoa Nova,630000.0,casa,3
0,189.0,4,5,venda,0,4,Ponta Negra,1000000.0,casa,2
0,108.0,1,3,venda,0,1,Planalto,200000.0,casa,1
0,320.0,6,4,venda,0,4,Neópolis,450000.0,casa,4
0,380.0,6,6,venda,0,6,Ponta Negra,950000.0,casa,5
0,,5,4,venda,0,3,Capim Macio,470000.0,casa,4
0,350.0,1,4,venda,0,7,Lagoa Nova,1900000.0,casa,2
0,300.0,0,3,venda,0,1,Ponta Negra,500000.0,casa,3
0,120.0,2,3,venda,0,2,Neópolis,240000.0,casa,1
0,290.0,1,3,venda,não informado,3,Lagoa Nova,1100000.0,casa,1
0,138.0,1,3,venda,não informado,2,Igapó,380000.0,casa,1
0,300.0,1,3,venda,0,2,Nossa Senhora de Nazaré,320000.0,casa,0
0,150.0,4,4,venda,0,3,Capim Macio,369999.0,casa,3
0,115.0,2,3,venda,0,1,Tirol,380000.0,casa,1
0,250.0,1,4,venda,0,3,Capim Macio,600000.0,casa,4
0,75.0,2,3,venda,0,1,Planalto,210000.0,casa,0
0,214.0,1,4,venda,0,2,Petrópolis,380000.0,casa,0
0,234.0,1,3,venda,não informado,1,Lagoa Nova,400000.0,casa,1
0,445.0,5,3,venda,0,10,Capim Macio,2200000.0,casa,3
0,400.0,0,5,venda,0,2,Capim Macio,680000.0,casa,4
0,347.0,1,5,venda,não informado,4,Neópolis,500000.0,casa,4
0,,1,4,venda,0,3,Lagoa Nova,400000.0,casa,1
0,220.0,1,3,venda,0,6,Capim Macio,680000.0,casa,2
0,130.0,1,3,venda,não informado,2,Lagoa Nova,650000.0,casa,1
0,303.0,4,3,venda,0,7,Capim Macio,450000.0,casa,2
0,360.0,1,4,venda,não informado,1,Candelária,450000.0,casa,4
0,110.0,1,2,venda,0,1,Lagoa Nova,220000.0,casa,0
0,354.0,1,5,venda,0,5,Morro Branco,800000.0,casa,3
0,110.0,2,3,venda,0,0,Tirol,400000.0,casa,0
0,235.0,0,4,venda,0,0,Lagoa Nova,450000.0,casa,3
0,160.0,2,3,venda,0,2,Planalto,240000.0,casa,1
0,180.0,3,3,venda,0,1,Pirangi,280000.0,casa,2
0,630.0,1,4,venda,não informado,8,Capim Macio,830000.0,casa,1
0,500.0,1,4,venda,0,6,Candelária,1300000.0,casa,4
0,254.0,0,0,venda,0,5,Capim Macio,840000.0,casa,4
0,160.0,1,3,venda,0,0,Alecrim,250000.0,casa,0
0,800.0,2,6,venda,não informado,12,Capim Macio,1500000.0,casa,2
0,200.0,2,3,venda,0,3,Potengi,290000.0,casa,1
0,173.0,2,3,venda,0,2,Ponta Negra,320000.0,casa,1
0,110.0,1,3,venda,0,1,Lagoa Nova,290000.0,casa,0
0,241.0,1,3,venda,0,4,Lagoa Nova,600000.0,casa,2
0,240.0,1,3,venda,0,3,Candelária,650000.0,casa,2
0,354.0,0,3,venda,não informado,3,Lagoa Nova,1000000.0,casa,3
0,167.0,3,4,venda,380.0,4,PARNAMIRIM,400000.0,casa,3
0,180.0,3,3,venda,0,1,Pirangi,250000.0,casa,2
0,185.0,1,3,venda,0,4,Capim Macio,450000.0,casa,3
0,330.0,6,4,venda,0,2,Ponta Negra,1500000.0,casa,4
0,200.0,1,2,venda,0,1,Nossa Senhora de Nazaré,400000.0,casa,1
0,103.0,3,3,venda,0,3,Ponta Negra,350000.0,casa,1
0,350.0,3,4,venda,0,3,Candelária,530000.0,casa,0
0,230.0,7,4,venda,0,4,Capim Macio,500000.0,casa,4
0,255.0,0,4,venda,0,2,PARNAMIRIM,735000.0,casa,0
0,260.0,3,3,venda,0,3,Ponta Negra,350000.0,casa,2
0,360.0,1,2,venda,0,3,Pitimbu,190000.0,casa,0
0,300.0,2,3,venda,0,3,Tirol,670000.0,casa,1
0,162.0,2,3,venda,0,2,Candelária,280000.0,casa,0
0,150.0,3,3,venda,0,4,Lagoa Nova,400000.0,casa,2
0,450.0,6,0,venda,0,2,Cidade Jardim,600000.0,casa,4
0,189.0,1,3,venda,0,4,Ponta Negra,580000.0,casa,2
0,174.0,1,3,venda,não informado,2,Candelária,290000.0,casa,1
0,200.0,1,3,venda,0,2,Capim Macio,350000.0,casa,1
0,450.0,7,6,venda,0,4,Ponta Negra,550000.0,casa,3
0,325.0,1,4,venda,0,3,Lagoa Nova,599000.0,casa,1
0,290.0,9,6,venda,0,4,Ponta Negra,1150000.0,casa,5
0,,2,3,venda,não informado,0,PARNAMIRIM,290000.0,casa,1
0,85.0,1,3,venda,0,1,Planalto,78000.0,casa,0
0,74.0,3,3,venda,0,3,Candelária,300000.0,casa,2
0,305.0,3,3,venda,0,2,Ponta Negra,450000.0,casa,1
0,260.0,1,4,venda,0,1,Pitimbu,345000.0,casa,1
0,70.0,1,2,venda,0,0,Lagoa Seca,170000.0,casa,0
0,,1,3,venda,0,2,PARNAMIRIM,250000.0,casa,2
0,212.0,4,5,venda,0,1,Alecrim,350000.0,casa,4
0,110.0,1,3,venda,0,1,Pirangi,300000.0,casa,0
0,336.0,1,4,venda,0,2,Petrópolis,480000.0,casa,0
0,,5,3,venda,0,0,PARNAMIRIM,750000.0,casa,3
0,300.0,3,4,venda,0,3,Lagoa Nova,750000.0,casa,1
0,,0,0,venda,não informado,0,Petrópolis,700000.0,casa,0
0,250.0,5,3,venda,0,4,Capim Macio,700000.0,casa,3
0,139.0,3,3,venda,0,2,Tirol,600000.0,casa,1
0,190.0,2,3,venda,0,4,Lagoa Nova,450000.0,casa,1
0,229.0,1,3,venda,não informado,1,Capim Macio,550000.0,casa,3
0,300.0,5,4,venda,0,4,Capim Macio,530000.0,casa,4
0,,2,3,venda,não informado,0,PARNAMIRIM,330000.0,casa,1
0,200.0,4,6,venda,0,0,Cidade Alta,490000.0,casa,0
0,126.0,1,4,venda,0,1,Lagoa Nova,500000.0,casa,1
0,200.0,1,3,venda,0,2,Barro Vermelho,300000.0,casa,1
0,360.0,3,3,venda,0,2,Candelária,270000.0,casa,1
0,285.0,4,12,venda,não informado,0,Petrópolis,550000.0,casa,0
0,110.0,1,2,venda,0,3,Lagoa Nova,250000.0,casa,0
0,180.0,2,3,venda,0,3,Candelária,320000.0,casa,0
0,212.0,0,3,venda,0,4,Capim Macio,700000.0,casa,3
0,144.0,3,3,venda,0,4,Cidade Verde,330000.0,casa,1
0,385.0,4,4,venda,0,1,Lagoa Nova,950000.0,casa,4
0,230.0,1,3,venda,não informado,2,Candelária,300000.0,casa,1
0,195.0,3,3,venda,0,4,Lagoa Nova,500000.0,casa,2
0,230.0,5,4,venda,0,4,Lagoa Nova,350000.0,casa,4
0,250.0,4,4,venda,0,7,Ponta Negra,500000.0,casa,2
0,,2,3,venda,0,1,Bom Pastor,380000.0,casa,2
0,500.0,8,7,venda,0,5,Capim Macio,1000000.0,casa,4
0,200.0,1,3,venda,0,3,Lagoa Nova,315000.0,casa,1
0,112.0,1,3,venda,0,1,Lagoa Nova,180000.0,casa,0
0,450.0,1,3,venda,0,2,Lagoa Nova,400000.0,casa,1
0,104.0,1,3,venda,não informado,1,Lagoa Nova,280000.0,casa,0
0,250.0,3,3,venda,0,3,Ponta Negra,520000.0,casa,1
0,220.0,2,3,venda,0,2,Neópolis,300000.0,casa,0
0,250.0,1,2,venda,0,0,Lagoa Nova,230000.0,casa,0
0,380.0,5,4,venda,0,3,Candelária,370000.0,casa,2
0,495.0,0,4,venda,0,4,Ponta Negra,1700000.0,casa,2
0,160.0,1,3,venda,0,2,Neópolis,320000.0,casa,1
0,119.0,2,3,venda,não informado,0,PARNAMIRIM,330000.0,casa,1
0,220.0,1,4,venda,0,3,Lagoa Nova,520000.0,casa,3
0,144.0,4,3,venda,0,2,Neópolis,370000.0,casa,3
0,240.0,4,4,venda,0,5,Capim Macio,550000.0,casa,2
0,300.0,5,4,venda,0,4,Ponta Negra,450000.0,casa,2
0,245.0,0,3,venda,não informado,3,Capim Macio,450000.0,casa,3
0,191.0,3,3,venda,0,4,Neópolis,420000.0,casa,2
0,140.0,3,3,venda,0,4,Candelária,420000.0,casa,1
0,184.0,3,5,venda,não informado,1,PARNAMIRIM,350000.0,casa,1
0,425.0,1,3,venda,0,6,Capim Macio,900000.0,casa,3
0,277.0,1,3,venda,0,2,Petrópolis,550000.0,casa,0
0,230.0,4,6,venda,380.0,0,Ponta Negra,650000.0,casa,1
0,230.0,3,3,venda,0,3,Candelária,380000.0,casa,0
0,270.0,1,3,venda,0,2,Lagoa Nova,450000.0,casa,1
0,180.0,1,4,venda,310.0,4,PARNAMIRIM,320000.0,casa,3
0,260.0,2,6,venda,0,2,Capim Macio,600000.0,casa,4
0,250.0,2,3,venda,0,1,Ribeira,220000.0,casa,0
0,255.0,3,4,venda,não informado,8,Ponta Negra,650000.0,casa,1
0,285.0,1,3,venda,não informado,5,Pitimbu,240000.0,casa,1
0,150.0,1,3,venda,não informado,2,Candelária,580000.0,casa,1
0,350.0,1,0,venda,0,3,Capim Macio,650000.0,casa,4
0,260.0,5,4,venda,0,1,Cidade Jardim,650000.0,casa,4
0,234.0,3,3,venda,0,2,Ponta Negra,650000.0,casa,1
0,,1,4,venda,0,6,Candelária,1000000.0,casa,4
0,300.0,1,2,venda,0,1,Neópolis,240000.0,casa,0
0,150.0,4,2,venda,0,0,Lagoa Nova,270000.0,casa,2
0,375.0,0,3,venda,0,4,Capim Macio,620000.0,casa,3
0,500.0,6,4,venda,0,10,Candelária,2000000.0,casa,4
0,252.0,4,3,venda,0,3,Cidade Satelite,320000.0,casa,3
0,180.0,1,5,venda,0,3,Cidade da Esperança,300000.0,casa,1
0,110.0,2,2,venda,0,1,Neópolis,300000.0,casa,0
0,140.0,2,3,venda,0,3,Cidade Satelite,240000.0,casa,1
0,1000.0,2,0,venda,0,3,Candelária,1100000.0,casa,4
0,440.0,5,3,venda,0,0,Cidade Jardim,950000.0,casa,0
0,63.0,2,2,venda,100.0,0,Buzios,170000.0,casa,0
0,110.0,3,3,venda,0,2,Cidade Satelite,330000.0,casa,2
0,250.0,4,3,venda,0,2,Ponta Negra,470000.0,casa,2
0,372.0,2,3,venda,0,4,Lagoa Nova,1100000.0,casa,2
0,240.0,1,4,venda,0,2,Capim Macio,500000.0,casa,2
0,256.0,1,3,venda,0,3,Lagoa Nova,600000.0,casa,3
0,185.0,2,4,venda,0,1,Quintas,230000.0,casa,0
0,200.0,2,2,venda,0,3,Neópolis,270000.0,casa,1
0,210.0,3,3,venda,0,3,Capim Macio,700000.0,casa,3
0,548.0,1,4,venda,0,5,Barro Vermelho,600000.0,casa,4
0,324.0,1,0,venda,0,1,Lagoa Nova,540000.0,casa,0
0,,2,2,venda,0,2,Cidade Satelite,190000.0,casa,1
0,230.0,4,5,venda,0,3,Candelária,550000.0,casa,3
0,,2,3,venda,0,1,Lagoa Nova,350000.0,casa,1
0,160.0,4,3,venda,0,2,Ponta Negra,350000.0,casa,2
0,,2,3,venda,0,2,Candelária,330000.0,casa,1
0,250.0,2,4,venda,0,4,Petrópolis,1350000.0,casa,4
0,187.0,4,4,venda,0,2,Neópolis,550000.0,casa,3
0,144.0,1,3,venda,não informado,2,Candelária,320000.0,casa,1
0,240.0,5,3,venda,0,2,Ponta Negra,570000.0,casa,3
0,250.0,1,2,venda,0,1,Neópolis,205000.0,casa,1
0,229.0,3,4,venda,não informado,2,Candelária,350000.0,casa,1
0,195.0,3,4,venda,0,4,Barro Vermelho,450000.0,casa,2
0,118.0,1,3,venda,710.0,2,Lagoa Nova,500000.0,casa,0
0,224.0,4,4,venda,0,3,Lagoa Nova,580000.0,casa,1
0,215.0,2,3,venda,0,4,Barro Vermelho,750000.0,casa,0
0,143.0,1,4,venda,não informado,1,Tirol,650000.0,casa,2
0,300.0,1,3,venda,0,2,Ponta Negra,700000.0,casa,1
0,160.0,2,3,venda,0,1,Neópolis,300000.0,casa,1
0,450.0,6,4,venda,0,7,San Vale,700000.0,casa,4
0,,1,3,venda,0,3,Alecrim,325000.0,casa,0
0,298.0,3,4,venda,0,6,Ponta Negra,800000.0,casa,2
0,,1,3,venda,0,3,Candelária,270000.0,casa,1
0,171.0,2,2,venda,0,3,Ponta Negra,400000.0,casa,1
0,196.0,1,3,venda,não informado,0,Petrópolis,280000.0,casa,1
0,130.0,1,2,venda,0,1,POTILANDIA,350000.0,casa,1
0,280.0,0,4,venda,0,6,Cidade Satelite,280000.0,casa,1
0,120.0,1,3,venda,0,2,Cidade Verde,240000.0,casa,1
0,454.0,4,4,venda,0,2,Lagoa Nova,490000.0,casa,0
0,200.0,1,3,venda,0,2,Lagoa Nova,380000.0,casa,1
0,175.0,3,4,venda,não informado,1,Capim Macio,595000.0,casa,4
0,280.0,1,3,venda,não informado,3,Lagoa Nova,700000.0,casa,1
0,800.0,0,4,venda,0,2,Capim Macio,700000.0,casa,2
0,232.0,4,3,venda,0,4,Lagoa Nova,800000.0,casa,3
0,450.0,1,3,venda,0,4,Capim Macio,400000.0,casa,1
0,120.0,4,3,venda,0,2,Potengi,180000.0,casa,1
0,95.0,0,2,venda,0,1,Lagoa Nova,250000.0,casa,0
0,275.0,4,3,venda,0,7,Candelária,450000.0,casa,2
0,280.0,3,3,venda,0,2,Lagoa Nova,400000.0,casa,2
0,200.0,2,3,venda,0,2,Candelária,280000.0,casa,1
0,,5,3,venda,não informado,0,Ponta Negra,800000.0,casa,3
0,260.0,4,3,venda,0,2,Ponta Negra,800000.0,casa,0
0,580.0,7,8,venda,0,0,Morro Branco,2000000.0,casa,0
0,75.0,2,2,venda,0,2,Planalto,210000.0,casa,1
0,,2,3,venda,430.0,0,PARNAMIRIM,320000.0,casa,1
0,,3,3,venda,não informado,3,Ponta Negra,420000.0,casa,2
0,330.0,2,3,venda,0,3,Neópolis,400000.0,casa,1
0,223.0,0,3,venda,0,3,Lagoa Nova,500000.0,casa,3
0,54.0,1,2,venda,0,0,Dix-sept Rosado,80000.0,casa,0
0,138.0,3,3,venda,0,2,Tirol,295000.0,casa,3
0,290.0,2,2,venda,0,4,Ponta Negra,400000.0,casa,0
0,312.0,1,3,venda,0,3,Candelária,450000.0,casa,1
0,350.0,2,5,venda,0,10,Capim Macio,820000.0,casa,4
0,186.0,2,3,venda,0,5,Ponta Negra,310000.0,casa,1
0,140.0,1,3,venda,0,1,Petrópolis,265000.0,casa,1
0,177.0,3,3,venda,0,2,Capim Macio,270000.0,casa,1
0,240.0,2,3,venda,0,1,Candelária,750000.0,casa,0
0,185.0,1,3,venda,0,4,Pirangi,300000.0,casa,1
0,195.0,2,3,venda,0,2,Neópolis,340000.0,casa,0
0,,7,5,venda,não informado,8,Pirangi,440000.0,casa,5
0,323.0,0,3,venda,0,4,Lagoa Nova,400000.0,casa,1
0,,0,3,venda,0,2,Capim Macio,450000.0,casa,1
0,137.0,3,3,venda,0,2,Lagoa Nova,300000.0,casa,1
0,135.0,0,2,venda,0,1,Lagoa Seca,210000.0,casa,1
0,72.0,1,2,venda,227.0,2,Planalto,140000.0,casa,1
0,140.0,2,3,venda,0,2,Neópolis,240000.0,casa,1
0,111.0,3,3,venda,0,3,Cidade Satelite,250000.0,casa,1
0,140.0,1,3,venda,0,1,Redinha,250000.0,casa,1
0,350.0,1,4,venda,não informado,3,Candelária,500000.0,casa,2
0,272.0,4,3,venda,0,2,Capim Macio,850000.0,casa,3
0,48.0,1,1,venda,não informado,1,Tirol,170000.0,casa,0
0,355.0,4,3,venda,0,2,Capim Macio,550000.0,casa,3
0,,2,4,venda,0,2,Lagoa Seca,270000.0,casa,1
0,199.0,4,3,venda,não informado,2,Capim Macio,650000.0,casa,3
0,300.0,3,3,venda,0,6,Capim Macio,1600000.0,casa,2
0,,0,4,venda,0,0,Cidade Jardim,600000.0,casa,1
0,,3,3,venda,0,1,Candelária,300000.0,casa,1
0,250.0,1,3,venda,0,4,Lagoa Nova,750000.0,casa,2
0,352.0,3,3,venda,0,3,Barro Vermelho,300000.0,casa,1
0,314.0,0,3,venda,0,3,Candelária,690000.0,casa,3
0,,2,3,venda,0,2,PARNAMIRIM,355000.0,casa,1
0,208.0,3,3,venda,0,3,Lagoa Nova,400000.0,casa,1
0,,3,5,venda,0,4,Pitimbu,265000.0,casa,2
0,425.0,5,4,venda,0,6,Ponta Negra,800000.0,casa,3
0,150.0,1,3,venda,0,1,Neópolis,330000.0,casa,0
0,80.0,2,2,venda,0,1,Neópolis,350000.0,casa,0
0,250.0,1,3,venda,0,1,Candelária,320000.0,casa,1
0,350.0,4,3,venda,0,4,Lagoa Nova,850000.0,casa,3
0,170.0,1,3,venda,0,0,Petrópolis,650000.0,casa,1
0,336.0,4,3,venda,0,5,Candelária,600000.0,casa,3
0,180.0,1,3,venda,0,2,Lagoa Nova,380000.0,casa,1
0,,6,0,venda,0,4,PARNAMIRIM,1200000.0,casa,5
0,264.0,3,3,venda,0,4,Lagoa Nova,600000.0,casa,1
0,230.0,5,4,venda,0,5,Ponta Negra,650000.0,casa,4
0,212.0,2,4,venda,0,4,Lagoa Nova,450000.0,casa,1
0,121.0,3,2,venda,0,1,Lagoa Nova,370000.0,casa,2
0,350.0,1,4,venda,670.0,2,Ponta Negra,1400000.0,casa,4
0,177.0,2,3,venda,não informado,1,Capim Macio,200000.0,casa,1
0,130.0,2,4,venda,0,2,Potengi,150000.0,casa,1
0,78.0,2,2,venda,0,2,Planalto,155000.0,casa,0
0,189.0,3,3,venda,0,2,Capim Macio,395000.0,casa,1
0,410.0,2,6,venda,0,4,Tirol,845000.0,casa,4
0,,2,3,venda,0,3,Ponta Negra,350000.0,casa,0
0,81.0,2,3,venda,0,4,Pitimbu,320000.0,casa,1
0,117.0,1,2,venda,não informado,2,Ponta Negra,350000.0,casa,1
0,260.0,2,3,venda,0,2,Capim Macio,550000.0,casa,1
0,230.0,1,3,venda,0,3,Candelária,330000.0,casa,2
0,227.0,1,3,venda,0,5,Lagoa Seca,450000.0,casa,1
0,,0,3,venda,0,1,Pajuçara,160000.0,casa,1
0,200.0,3,3,venda,0,3,Tirol,900000.0,casa,0
0,400.0,2,8,venda,0,5,Lagoa Nova,750000.0,casa,2
0,240.0,3,3,venda,0,3,Capim Macio,390000.0,casa,2
0,1000.0,5,5,venda,0,10,Candelária,1300000.0,casa,4
0,222.0,2,3,venda,0,4,Candelária,285000.0,casa,1
0,180.0,1,5,venda,0,3,Cidade da Esperança,300000.0,casa,1
0,115.0,2,3,venda,0,3,Candelária,330000.0,casa,1
0,200.0,3,4,venda,0,2,Lagoa Seca,450000.0,casa,2
0,120.0,1,2,venda,0,10,Redinha,150000.0,casa,0
0,490.0,0,5,venda,0,4,Capim Macio,1300000.0,casa,0
0,240.0,5,4,venda,0,4,Capim Macio,780000.0,casa,3
0,180.0,5,3,venda,0,6,Capim Macio,450000.0,casa,1
0,230.0,2,3,venda,0,6,Neópolis,400000.0,casa,1
0,191.0,3,3,venda,342.0,4,PARNAMIRIM,550000.0,casa,3
0,258.0,0,4,venda,não informado,0,Pitimbu,350000.0,casa,2
0,45.0,1,1,venda,0,2,Pitimbu,140000.0,casa,0
0,,3,3,venda,0,2,Alecrim,350000.0,casa,2
0,180.0,4,3,venda,0,3,POTILANDIA,420000.0,casa,2
0,180.0,3,3,venda,0,2,Ponta Negra,595000.0,casa,1
0,220.0,2,3,venda,0,3,Potengi,250000.0,casa,1
0,260.0,1,4,venda,0,6,Ponta Negra,350000.0,casa,1
0,120.0,1,2,venda,0,1,Dix-sept Rosado,220000.0,casa,0
0,200.0,3,3,venda,0,2,Candelária,280000.0,casa,1
0,147.0,4,3,venda,0,2,Lagoa Nova,525000.0,casa,0
0,138.0,1,3,venda,0,1,Cidade Alta,280000.0,casa,0
0,300.0,3,4,venda,0,0,Lagoa Nova,610000.0,casa,2
0,200.0,2,3,venda,0,0,Potengi,210000.0,casa,1
0,325.0,2,2,venda,0,1,Capim Macio,550000.0,casa,1
0,340.0,4,3,venda,0,3,Capim Macio,650000.0,casa,3
0,650.0,2,3,venda,0,2,Capim Macio,380000.0,casa,1
0,103.0,1,3,venda,0,3,Candelária,250000.0,casa,1
0,300.0,3,3,venda,0,2,Lagoa Nova,550000.0,casa,1
0,210.0,1,3,venda,não informado,3,Capim Macio,600000.0,casa,3
0,200.0,2,3,venda,0,4,Pitimbu,250000.0,casa,1
0,246.0,3,4,venda,0,0,Lagoa Nova,500000.0,casa,2
0,300.0,0,3,venda,não informado,0,Pitimbu,300000.0,casa,1
0,61.0,0,3,venda,0,0,Planalto,162000.0,casa,1
0,280.0,1,3,venda,1500.0,4,Lagoa Nova,390000.0,casa,2
0,500.0,0,4,venda,não informado,0,Petrópolis,500000.0,casa,3
0,200.0,2,4,venda,0,3,POTILANDIA,380000.0,casa,1
0,213.0,5,3,venda,0,2,Lagoa Nova,360000.0,casa,2
0,102.0,1,3,venda,0,2,Planalto,220000.0,casa,1
0,280.0,1,3,venda,0,4,Candelária,600000.0,casa,1
0,200.0,3,4,venda,0,3,Lagoa Seca,450000.0,casa,2
0,220.0,1,3,venda,0,3,Lagoa Nova,350000.0,casa,3
0,330.0,0,0,venda,0,4,Capim Macio,850000.0,casa,4
0,350.0,2,4,venda,0,4,Lagoa Nova,1300000.0,casa,2
0,175.0,1,4,venda,não informado,4,Capim Macio,560000.0,casa,3
0,350.0,4,3,venda,0,1,Capim Macio,790000.0,casa,3
0,192.0,3,3,venda,0,2,Lagoa Nova,360000.0,casa,2
0,135.0,0,3,venda,não informado,0,Quintas,120000.0,casa,1
0,102.0,1,0,venda,0,1,Planalto,220000.0,casa,0
0,240.0,1,2,venda,0,1,Potengi,170000.0,casa,0
0,350.0,4,3,venda,0,3,Nova Descoberta,470000.0,casa,3
0,70.0,0,2,venda,0,2,Pitimbu,240000.0,casa,2
0,150.0,2,2,venda,0,2,Planalto,165000.0,casa,1
0,200.0,5,3,venda,0,2,Capim Macio,420000.0,casa,1
