,area,bathroom,bedroom,business,condominium,garage,neighborhood,price,property,suite
0,58.0,2,2,venda,0,1,Tirol,320000.0,apartamento,1
0,54.0,2,2,venda,2000.0,0,Ponta Negra,200000.0,apartamento,2
0,103.0,4,3,venda,1.0,2,Lagoa Nova,569000.0,apartamento,3
0,56.0,1,2,venda,383.0,1,Lagoa Nova,250000.0,apartamento,0
0,111.0,5,3,venda,460.0,2,Lagoa Nova,650000.0,apartamento,3
0,78.0,2,3,venda,290.0,0,PARNAMIRIM,210000.0,apartamento,1
0,44.0,1,1,venda,420.0,1,Ponta Negra,198000.0,apartamento,1
0,157.0,4,4,venda,0,3,Tirol,640000.0,apartamento,4
0,150.0,4,4,venda,850.0,3,Petrópolis,750000.0,apartamento,2
0,92.0,3,3,venda,500.0,2,Capim Macio,470000.0,apartamento,1
0,90.0,3,3,venda,330.0,2,Cidade da Esperança,310000.0,apartamento,1
0,280.0,6,4,venda,0,4,Areia Preta,2307000.0,apartamento,4
0,56.0,2,2,venda,230.0,1,Ponta Negra,180000.0,apartamento,1
0,56.0,2,2,venda,450.0,1,Capim Macio,370000.0,apartamento,1
0,56.0,2,2,venda,0,1,Planalto,110000.0,apartamento,1
0,98.0,0,3,venda,650.0,2,Capim Macio,410000.0,apartamento,2
0,42.0,1,1,venda,300.0,1,Ponta Negra,177900.0,apartamento,1
0,58.0,2,2,venda,530.0,2,Capim Macio,210000.0,apartamento,1
0,56.0,1,2,venda,250.0,1,Ponta Negra,155000.0,apartamento,1
0,170.0,4,4,venda,0,0,Lagoa Nova,840000.0,apartamento,4
0,112.0,3,3,venda,700.0,3,Tirol,1000000.0,apartamento,2
0,161.0,5,3,venda,0,2,Tirol,731400.0,apartamento,3
0,92.0,2,3,venda,420.0,2,Neópolis,400000.0,apartamento,1
0,57.0,2,2,venda,340.0,1,Neópolis,250000.0,apartamento,1
0,503.0,5,4,venda,1.0,4,Petrópolis,2500000.0,apartamento,4
0,217.0,6,4,venda,1400.0,4,Areia Preta,1250000.0,apartamento,4
0,57.0,1,2,venda,0,1,Pitimbu,205000.0,apartamento,1
0,180.0,4,3,venda,não informado,3,Petrópolis,720000.0,apartamento,3
0,74.0,2,3,venda,400.0,2,Neópolis,315000.0,apartamento,1
0,,2,2,venda,0,2,Petrópolis,290000.0,apartamento,1
0,52.0,2,2,venda,0,1,Ponta Negra,245650.0,apartamento,1
0,100.0,3,3,venda,700.0,2,Barro Vermelho,330000.0,apartamento,1
0,434.0,7,5,venda,1300.0,4,Candelária,1300000.0,apartamento,5
0,127.0,2,3,venda,712.0,3,Lagoa Nova,550000.0,apartamento,3
0,228.0,5,4,venda,0,4,Petrópolis,1500000.0,apartamento,4
0,72.0,1,3,venda,0,1,Candelária,230000.0,apartamento,1
0,54.0,2,2,venda,260.0,2,Ponta Negra,280000.0,apartamento,1
0,57.0,2,2,venda,1.0,1,Candelária,253000.0,apartamento,1
0,60.0,1,2,venda,285.0,1,Pitimbu,200000.0,apartamento,1
0,157.0,5,4,venda,0,3,Tirol,589566.0,apartamento,4
0,83.0,2,3,venda,430.0,2,Capim Macio,190000.0,apartamento,1
0,67.0,2,2,venda,260.0,2,Capim Macio,290000.0,apartamento,1
0,79.0,2,3,venda,550.0,2,Ponta Negra,433865.0,apartamento,1
0,55.0,1,2,venda,300.0,1,Cidade Satelite,205000.0,apartamento,1
0,60.0,1,3,venda,320.0,1,Lagoa Nova,190000.0,apartamento,0
0,25.0,1,1,venda,não informado,1,Ponta Negra,160000.0,apartamento,1
0,117.0,2,3,venda,550.0,2,Lagoa Nova,720000.0,apartamento,3
0,81.0,2,3,venda,450.0,2,Lagoa Nova,450000.0,apartamento,1
0,289.0,5,4,venda,1800.0,3,Petrópolis,800000.0,apartamento,4
0,137.0,2,3,venda,850.0,3,Lagoa Seca,650000.0,apartamento,3
0,165.0,6,4,venda,950.0,3,Tirol,980000.0,apartamento,4
0,56.0,2,2,venda,360.0,1,Capim Macio,240000.0,apartamento,1
0,180.0,4,4,venda,1000.0,3,Tirol,850000.0,apartamento,3
0,150.0,3,4,venda,750.0,3,Candelária,750000.0,apartamento,2
0,57.0,2,2,venda,390.0,1,Tirol,265000.0,apartamento,1
0,124.0,4,4,venda,860.0,3,Tirol,490000.0,apartamento,3
0,85.0,3,3,venda,460.0,2,Tirol,420000.0,apartamento,1
0,115.0,2,3,venda,0,2,Lagoa Nova,300000.0,apartamento,1
0,75.0,0,3,venda,429.0,2,Neópolis,290000.0,apartamento,1
0,69.0,2,3,venda,408.0,2,Ponta Negra,234500.0,apartamento,1
0,113.0,5,3,venda,0,2,Lagoa Nova,450000.0,apartamento,3
0,80.0,3,3,venda,200.0,2,Nova Descoberta,189500.0,apartamento,1
0,57.0,2,2,venda,0,2,Ribeira,250000.0,apartamento,1
0,287.0,4,4,venda,1006.0,4,Lagoa Nova,1575000.0,apartamento,4
0,102.0,0,3,venda,680.0,2,Lagoa Nova,500000.0,apartamento,2
0,79.0,2,3,venda,0,2,Ponta Negra,470000.0,apartamento,1
0,55.0,2,2,venda,330.0,2,Alecrim,280000.0,apartamento,1
0,69.0,2,3,venda,0,1,Ponta Negra,280000.0,apartamento,1
0,75.0,3,3,venda,550.0,1,Barro Vermelho,270000.0,apartamento,1
0,49.0,1,2,venda,0,1,Pitimbu,218402.0,apartamento,1
0,100.0,3,3,venda,550.0,2,Tirol,450000.0,apartamento,1
0,58.0,2,2,venda,300.0,1,Tirol,320000.0,apartamento,1
0,,5,4,venda,0,3,Petrópolis,860000.0,apartamento,3
0,188.0,5,3,venda,890.0,4,Tirol,1250000.0,apartamento,3
0,57.0,2,2,venda,0,1,Pitimbu,190000.0,apartamento,1
0,95.0,2,3,venda,600.0,2,Tirol,185000.0,apartamento,1
0,99.0,4,3,venda,490.0,2,Lagoa Nova,490000.0,apartamento,2
0,56.0,1,2,venda,260.0,1,Pitimbu,110000.0,apartamento,0
0,98.0,3,3,venda,450.0,2,Tirol,580000.0,apartamento,1
0,77.0,1,2,venda,450.0,2,Lagoa Nova,215000.0,apartamento,1
0,161.0,4,4,venda,1100.0,2,Tirol,590000.0,apartamento,2
0,54.0,2,2,venda,200.0,1,Nossa Senhora de Nazaré,263512.0,apartamento,1
0,46.0,1,2,venda,150.0,1,Planalto,100000.0,apartamento,0
0,94.0,3,3,venda,450.0,2,Ponta Negra,380000.0,apartamento,2
0,292.0,5,3,venda,1500.0,4,Petrópolis,1200000.0,apartamento,3
0,480.0,0,0,venda,0,0,Petrópolis,5534000.0,apartamento,3
0,55.0,2,2,venda,0,1,Tirol,230000.0,apartamento,1
0,65.0,2,3,venda,0,1,Capim Macio,210000.0,apartamento,1
0,51.0,0,2,venda,270.0,1,Pitimbu,170000.0,apartamento,0
0,70.0,1,3,venda,300.0,1,Lagoa Nova,189000.0,apartamento,0
0,98.0,2,3,venda,427.0,2,Tirol,555000.0,apartamento,1
0,108.0,1,3,venda,0,2,Lagoa Nova,500800.0,apartamento,2
0,56.0,2,2,venda,0,2,Capim Macio,265000.0,apartamento,1
0,22.0,1,1,venda,0,0,Ponta Negra,160000.0,apartamento,1
0,503.0,6,5,venda,1800.0,4,Petrópolis,2250000.0,apartamento,4
0,,0,0,venda,0,0,Capim Macio,1200000.0,apartamento,0
0,125.0,3,3,venda,1300.0,3,Tirol,550000.0,apartamento,1
0,55.0,2,2,venda,150.0,1,Bom Pastor,142000.0,apartamento,1
0,220.0,1,4,venda,900.0,3,Tirol,1503000.0,apartamento,4
0,60.0,2,2,venda,345.0,1,Barro Vermelho,210000.0,apartamento,1
0,101.0,4,3,venda,554.0,2,Ponta Negra,660000.0,apartamento,2
0,110.0,2,2,venda,500.0,2,Ponta Negra,650000.0,apartamento,0
0,95.0,3,3,venda,500.0,2,Lagoa Nova,555823.0,apartamento,1
0,142.0,5,4,venda,1150.0,3,Candelária,700000.0,apartamento,2
0,480.0,6,4,venda,0,5,Petrópolis,5126000.0,apartamento,4
0,141.0,4,3,venda,0,2,Capim Macio,833930.0,apartamento,3
0,90.0,3,2,venda,0,2,Petrópolis,150000.0,apartamento,0
0,103.0,3,3,venda,0,3,Barro Vermelho,581000.0,apartamento,1
0,98.0,2,3,venda,900.0,1,Tirol,390000.0,apartamento,1
0,47.0,1,1,venda,0,1,Ponta Negra,220000.0,apartamento,1
0,75.0,1,3,venda,550.0,2,Neópolis,245000.0,apartamento,1
0,52.0,2,2,venda,0,1,Ponta Negra,249000.0,apartamento,1
0,55.0,2,2,venda,290.0,1,Lagoa Nova,255000.0,apartamento,1
0,190.0,1,4,venda,1350.0,2,Tirol,750000.0,apartamento,3
0,75.0,1,3,venda,350.0,1,Ponta Negra,398000.0,apartamento,1
0,56.0,2,2,venda,300.0,1,Tirol,215000.0,apartamento,1
0,75.0,2,3,venda,500.0,0,Lagoa Nova,210000.0,apartamento,1
0,59.0,2,2,venda,360.0,1,Tirol,320000.0,apartamento,1
0,270.0,6,5,venda,1800.0,2,Petrópolis,800000.0,apartamento,4
0,,4,3,venda,2000.0,3,Petrópolis,1000000.0,apartamento,3
0,229.0,4,4,venda,800.0,2,Barro Vermelho,700000.0,apartamento,2
0,56.0,1,2,venda,520.0,1,Ponta Negra,380000.0,apartamento,2
0,59.0,0,2,venda,0,1,Redinha,145000.0,apartamento,1
0,54.0,2,2,venda,430.0,1,Cidade da Esperança,175000.0,apartamento,1
0,118.0,1,3,venda,0,2,Lagoa Nova,691905.0,apartamento,3
0,145.0,3,3,venda,0,1,Petrópolis,425000.0,apartamento,1
0,170.0,4,3,venda,800.0,2,Tirol,1300000.0,apartamento,3
0,57.0,2,2,venda,0,1,Tirol,230000.0,apartamento,1
0,137.0,5,3,venda,900.0,3,Barro Vermelho,600000.0,apartamento,3
0,57.0,2,2,venda,400.0,1,Capim Macio,240000.0,apartamento,1
0,119.0,3,3,venda,0,2,Lagoa Nova,500000.0,apartamento,3
0,150.0,1,3,venda,1260.0,2,Candelária,700000.0,apartamento,1
0,104.0,3,3,venda,0,2,Lagoa Nova,445000.0,apartamento,1
0,118.0,1,3,venda,0,2,Lagoa Nova,706992.0,apartamento,3
0,58.0,2,2,venda,350.0,2,Lagoa Nova,330000.0,apartamento,1
0,280.0,5,4,venda,0,4,Areia Preta,2050000.0,apartamento,4
0,282.0,5,4,venda,1356.0,4,Areia Preta,2700000.0,apartamento,4
0,53.0,1,2,venda,250.0,1,Ponta Negra,192000.0,apartamento,0
0,224.0,2,3,venda,0,2,Ponta Negra,1250000.0,apartamento,2
0,280.0,6,4,venda,1800.0,3,Candelária,990000.0,apartamento,4
0,200.0,5,4,venda,0,3,Petrópolis,900000.0,apartamento,3
0,75.0,2,2,venda,180.0,1,Lagoa Seca,150000.0,apartamento,0
0,125.0,4,3,venda,600.0,2,Tirol,900000.0,apartamento,3
0,151.0,5,3,venda,0,3,Lagoa Nova,785000.0,apartamento,3
0,112.0,4,3,venda,550.0,2,Lagoa Nova,490000.0,apartamento,3
0,123.0,3,3,venda,0,2,Candelária,260000.0,apartamento,1
0,111.0,1,3,venda,980.0,2,Lagoa Nova,380000.0,apartamento,2
0,128.0,3,3,venda,600.0,3,Lagoa Nova,630000.0,apartamento,3
0,86.0,2,3,venda,530.0,2,Lagoa Nova,533500.0,apartamento,1
0,234.0,4,3,venda,1100.0,2,Tirol,600000.0,apartamento,3
0,56.0,2,2,venda,350.0,1,Lagoa Nova,225000.0,apartamento,1
0,82.0,1,3,venda,860.0,2,Candelária,260000.0,apartamento,1
0,220.0,5,3,venda,1000.0,3,Lagoa Nova,750000.0,apartamento,3
0,208.0,4,4,venda,1200.0,4,Tirol,1350000.0,apartamento,4
0,60.0,2,2,venda,0,1,Lagoa Nova,184900.0,apartamento,1
0,245.0,7,5,venda,1500.0,3,Petrópolis,790000.0,apartamento,5
0,49.0,2,2,venda,0,1,Candelária,230000.0,apartamento,1
0,75.0,2,3,venda,348.0,2,Neópolis,298000.0,apartamento,1
0,156.0,2,3,venda,1180.0,1,Tirol,370000.0,apartamento,1
0,110.0,3,3,venda,550.0,3,Lagoa Nova,379000.0,apartamento,1
0,105.0,0,3,venda,760.0,2,Lagoa Nova,480000.0,apartamento,3
0,81.0,4,4,venda,400.0,2,Candelária,430000.0,apartamento,3
0,310.0,6,4,venda,1500.0,3,Candelária,650000.0,apartamento,4
0,244.0,5,4,venda,2000.0,3,Tirol,800000.0,apartamento,4
0,56.0,2,2,venda,280.0,1,Ponta Negra,250000.0,apartamento,1
0,80.0,3,3,venda,0,2,Ponta Negra,449306.0,apartamento,1
0,93.0,3,3,venda,600.0,2,Lagoa Nova,410000.0,apartamento,1
0,137.0,0,3,venda,1200.0,2,Tirol,870000.0,apartamento,3
0,56.0,1,2,venda,0,1,Planalto,140000.0,apartamento,1
0,57.0,2,2,venda,330.0,1,Neópolis,230000.0,apartamento,1
0,132.0,3,4,venda,0,2,Lagoa Nova,400000.0,apartamento,2
0,185.0,5,3,venda,760.0,4,Tirol,1150000.0,apartamento,3
0,50.0,1,2,venda,0,1,Pitimbu,110000.0,apartamento,0
0,40.0,1,1,venda,não informado,1,Ponta Negra,109900.0,apartamento,1
0,117.0,3,4,venda,900.0,2,Ponta Negra,550000.0,apartamento,2
0,161.0,2,3,venda,514.0,3,Lagoa Nova,440200.0,apartamento,1
0,,1,2,venda,0,1,Ponta Negra,204000.0,apartamento,1
0,63.0,1,2,venda,550.0,1,Tirol,320000.0,apartamento,0
0,160.0,1,4,venda,450.0,3,Lagoa Nova,725000.0,apartamento,3
0,56.0,2,2,venda,320.0,1,Ponta Negra,210000.0,apartamento,1
0,217.0,4,4,venda,0,2,Capim Macio,825000.0,apartamento,3
0,105.0,1,3,venda,0,2,Capim Macio,560000.0,apartamento,2
0,449.0,1,4,venda,2500.0,4,Petrópolis,3300000.0,apartamento,4
0,98.0,3,3,venda,0,2,Lagoa Nova,521430.0,apartamento,2
0,118.0,1,3,venda,0,2,Lagoa Nova,646642.0,apartamento,3
0,89.0,3,3,venda,0,2,Cidade Satelite,370000.0,apartamento,1
0,185.0,1,3,venda,610.0,3,Pitimbu,550000.0,apartamento,1
0,,0,1,venda,650.0,1,Ponta Negra,150000.0,apartamento,1
0,118.0,1,3,venda,0,2,Lagoa Nova,737168.0,apartamento,3
0,350.0,6,5,venda,1850.0,4,Tirol,1650000.0,apartamento,4
0,56.0,2,2,venda,450.0,1,Tirol,280000.0,apartamento,1
0,,2,2,venda,360.0,1,Neópolis,230000.0,apartamento,0
0,75.0,2,3,venda,0,1,Lagoa Nova,430000.0,apartamento,1
0,132.0,3,3,venda,500.0,1,Tirol,230000.0,apartamento,1
0,57.0,1,1,venda,460.0,1,Lagoa Nova,150000.0,apartamento,1
0,225.0,6,4,venda,1350.0,3,Areia Preta,1400000.0,apartamento,4
0,140.0,4,3,venda,700.0,2,Barro Vermelho,790000.0,apartamento,3
0,118.0,1,3,venda,0,2,Lagoa Nova,764325.0,apartamento,3
0,60.0,2,2,venda,450.0,1,Capim Macio,235000.0,apartamento,1
0,187.0,4,3,venda,0,0,Petrópolis,750000.0,apartamento,3
0,120.0,4,4,venda,450.0,2,Capim Macio,617000.0,apartamento,2
0,118.0,5,3,venda,600.0,2,Lagoa Nova,633141.0,apartamento,3
0,196.0,5,4,venda,0,2,Capim Macio,1500000.0,apartamento,3
0,170.0,6,4,venda,900.0,4,Lagoa Nova,1087976.0,apartamento,4
0,257.0,5,3,venda,0,4,Lagoa Nova,800000.0,apartamento,3
0,170.0,3,2,venda,620.0,2,Ponta Negra,350000.0,apartamento,1
0,101.0,3,3,venda,550.0,2,Ponta Negra,615753.0,apartamento,2
0,57.0,2,2,venda,0,1,Lagoa Nova,210000.0,apartamento,1
0,46.0,0,2,venda,234.0,1,Ponta Negra,165000.0,apartamento,0
0,98.0,3,3,venda,0,2,Lagoa Nova,410000.0,apartamento,2
0,50.0,1,1,venda,300.0,1,Praia do Meio,150000.0,apartamento,1
0,120.0,3,4,venda,0,2,Capim Macio,616000.0,apartamento,2
0,,3,3,venda,0,2,Tirol,650000.0,apartamento,2
0,75.0,2,3,venda,0,2,Lagoa Nova,210000.0,apartamento,1
0,79.0,3,20,venda,400.0,2,Lagoa Nova,350000.0,apartamento,2
0,55.0,2,2,venda,400.0,1,Ponta Negra,250000.0,apartamento,1
0,163.0,1,4,venda,900.0,4,Tirol,1300000.0,apartamento,4
0,52.0,2,2,venda,0,1,Planalto,130000.0,apartamento,1
0,55.0,1,2,venda,278.0,1,Ponta Negra,200000.0,apartamento,1
0,118.0,1,3,venda,0,2,Lagoa Nova,669274.0,apartamento,3
0,118.0,5,3,venda,500.0,2,Lagoa Nova,620000.0,apartamento,3
0,107.0,4,3,venda,770.0,2,Lagoa Nova,400000.0,apartamento,3
0,38.0,1,1,venda,120.0,1,Capim Macio,140000.0,apartamento,1
0,57.0,2,2,venda,280.0,1,Capim Macio,240000.0,apartamento,1
0,100.0,0,3,venda,600.0,2,Lagoa Nova,300000.0,apartamento,3
0,55.0,1,2,venda,0,1,Pitimbu,200000.0,apartamento,0
0,86.0,3,2,venda,781.0,2,Areia Preta,330000.0,apartamento,1
0,96.0,1,4,venda,700.0,2,Capim Macio,420000.0,apartamento,1
0,105.0,3,3,venda,0,2,Candelária,460000.0,apartamento,3
0,136.0,4,3,venda,800.0,3,Lagoa Nova,882169.0,apartamento,3
0,66.0,2,2,venda,300.0,1,Capim Macio,220000.0,apartamento,1
0,123.0,2,2,venda,1200.0,2,Areia Preta,399000.0,apartamento,1
0,75.0,1,2,venda,660.0,1,Tirol,230000.0,apartamento,0
0,171.0,5,3,venda,1800.0,3,Lagoa Nova,580000.0,apartamento,3
0,57.0,2,2,venda,não informado,1,Lagoa Nova,296000.0,apartamento,1
0,55.0,1,2,venda,280.0,1,Cidade Satelite,250000.0,apartamento,1
0,57.0,1,2,venda,0,2,Capim Macio,280000.0,apartamento,1
0,57.0,0,2,venda,300.0,1,Rocas,245000.0,apartamento,1
0,83.0,2,3,venda,480.0,1,Capim Macio,205000.0,apartamento,1
0,69.0,1,2,venda,320.0,1,Lagoa Nova,190000.0,apartamento,0
0,119.0,0,3,venda,650.0,2,Lagoa Nova,646000.0,apartamento,3
0,56.0,2,2,venda,350.0,1,Lagoa Nova,210000.0,apartamento,1
0,71.0,3,3,venda,0,2,Cidade Alta,323569.0,apartamento,1
0,220.0,6,4,venda,0,4,Petrópolis,1636958.0,apartamento,4
0,136.0,3,4,venda,720.0,3,Tirol,680000.0,apartamento,3
0,74.0,1,2,venda,350.0,1,Ponta Negra,420000.0,apartamento,2
0,112.0,4,4,venda,590.0,3,Lagoa Nova,580000.0,apartamento,3
0,160.0,5,4,venda,0,3,Lagoa Nova,727500.0,apartamento,3
0,118.0,4,3,venda,900.0,2,Petrópolis,550000.0,apartamento,2
0,58.0,2,2,venda,300.0,2,Barro Vermelho,220000.0,apartamento,1
0,116.0,3,3,venda,0,2,Lagoa Nova,670000.0,apartamento,1
0,161.0,0,3,venda,600.0,2,Lagoa Nova,590000.0,apartamento,3
0,83.0,2,3,venda,306.0,2,Pitimbu,300000.0,apartamento,1
0,112.0,4,4,venda,590.0,3,Lagoa Nova,580000.0,apartamento,3
0,225.0,4,4,venda,0,3,Areia Preta,1350000.0,apartamento,4
0,164.0,1,3,venda,850.0,2,Candelária,300000.0,apartamento,1
0,85.0,2,3,venda,370.0,0,Tirol,420000.0,apartamento,1
0,117.0,4,3,venda,650.0,2,Lagoa Nova,715000.0,apartamento,2
0,119.0,1,3,venda,0,2,Lagoa Nova,480000.0,apartamento,2
0,163.0,6,4,venda,980.0,3,Petrópolis,1100000.0,apartamento,4
0,,2,2,venda,0,1,Planalto,120000.0,apartamento,1
0,105.0,1,3,venda,1000.0,2,Capim Macio,360000.0,apartamento,1
0,236.0,1,4,venda,0,4,Areia Preta,1500000.0,apartamento,4
0,78.0,0,3,venda,360.0,1,Morro Branco,165000.0,apartamento,2
0,65.0,1,2,venda,268.0,1,Planalto,115000.0,apartamento,1
0,42.0,1,1,venda,250.0,1,Ponta Negra,115000.0,apartamento,1
0,186.0,6,4,venda,900.0,3,Tirol,1050000.0,apartamento,4
0,270.0,5,4,venda,2024.0,3,Lagoa Nova,1100000.0,apartamento,3
0,108.0,1,3,venda,0,2,Lagoa Nova,514800.0,apartamento,2
0,,0,0,venda,0,1,Lagoa Nova,200000.0,apartamento,0
0,55.0,1,2,venda,150.0,1,Pajuçara,123000.0,apartamento,0
0,98.0,3,3,venda,740.0,2,Capim Macio,390000.0,apartamento,2
0,92.0,2,3,venda,500.0,2,Capim Macio,470000.0,apartamento,1
0,119.0,3,3,venda,650.0,2,Lagoa Nova,650000.0,apartamento,2
0,98.0,3,3,venda,0,2,Tirol,480000.0,apartamento,1
0,228.0,3,3,venda,800.0,2,Petrópolis,792614.0,apartamento,1
0,108.0,4,4,venda,0,2,Capim Macio,598280.0,apartamento,2
0,60.0,2,2,venda,0,1,Lagoa Nova,180000.0,apartamento,1
0,220.0,1,3,venda,1400.0,4,Tirol,899000.0,apartamento,3
0,62.0,2,2,venda,0,1,Tirol,335000.0,apartamento,1
0,106.0,4,3,venda,450.0,2,Candelária,410000.0,apartamento,3
0,98.0,3,3,venda,850.0,2,Tirol,400000.0,apartamento,1
0,128.0,2,3,venda,240.0,2,Capim Macio,320000.0,apartamento,1
0,107.0,2,3,venda,100.0,2,Candelária,350000.0,apartamento,1
0,57.0,2,2,venda,430.0,1,Tirol,270000.0,apartamento,1
0,156.0,4,3,venda,0,3,Lagoa Nova,750000.0,apartamento,3
0,100.0,2,3,venda,0,2,Barro Vermelho,370000.0,apartamento,1
0,85.0,2,2,venda,450.0,2,Tirol,440000.0,apartamento,1
0,40.0,1,1,venda,300.0,1,Ponta Negra,285000.0,apartamento,1
0,,1,2,venda,0,0,Lagoa Nova,170000.0,apartamento,0
0,57.0,1,2,venda,0,1,Ponta Negra,225000.0,apartamento,1
0,86.0,1,3,venda,0,2,Lagoa Nova,1308472.0,apartamento,2
0,71.0,2,3,venda,0,2,Cidade da Esperança,271304.0,apartamento,1
0,118.0,5,3,venda,500.0,2,Lagoa Nova,650000.0,apartamento,3
0,275.0,5,4,venda,1500.0,2,Tirol,1100000.0,apartamento,4
0,107.0,2,3,venda,1.0,1,Lagoa Nova,239000.0,apartamento,1
0,54.0,0,1,venda,380.0,0,Ponta Negra,270000.0,apartamento,1
0,100.0,3,3,venda,700.0,2,Barro Vermelho,330000.0,apartamento,1
0,313.0,5,4,venda,1000.0,4,Candelária,1200000.0,apartamento,4
0,124.0,3,3,venda,550.0,2,Tirol,520000.0,apartamento,1
0,,2,3,venda,620.0,1,Lagoa Nova,198000.0,apartamento,1
0,67.0,1,3,venda,0,2,Ponta Negra,250000.0,apartamento,1
0,100.0,3,3,venda,1500.0,2,Lagoa Nova,270000.0,apartamento,1
0,56.0,1,2,venda,209.0,1,"Rua Sampaio Correia, 80 ",100000.0,apartamento,0
0,108.0,4,4,venda,0,2,Capim Macio,510000.0,apartamento,2
0,186.0,4,4,venda,0,3,Tirol,1199000.0,apartamento,2
0,57.0,2,2,venda,300.0,1,Candelária,225000.0,apartamento,1
0,165.0,6,5,venda,1.0,3,Tirol,1065000.0,apartamento,4
0,111.0,4,4,venda,0,2,Capim Macio,485000.0,apartamento,2
0,94.0,1,3,venda,0,2,Pitimbu,400000.0,apartamento,1
0,53.0,0,2,venda,200.0,1,Cidade da Esperança,95000.0,apartamento,0
0,59.0,1,2,venda,1.0,1,Capim Macio,285000.0,apartamento,1
0,96.0,0,3,venda,620.0,2,Capim Macio,375000.0,apartamento,3
0,74.0,2,2,venda,290.0,2,Cidade da Esperança,168000.0,apartamento,1
0,386.0,6,4,venda,1870.0,4,Candelária,1100000.0,apartamento,4
0,57.0,2,2,venda,200.0,1,Candelária,230000.0,apartamento,1
0,98.0,1,3,venda,720.0,2,Ponta Negra,350000.0,apartamento,1
0,53.0,1,2,venda,170.0,1,Pajuçara,130000.0,apartamento,0
0,111.0,2,3,venda,0,2,Lagoa Nova,265000.0,apartamento,1
0,120.0,4,4,venda,550.0,2,Capim Macio,645000.0,apartamento,2
0,54.0,1,2,venda,0,2,Capim Macio,179000.0,apartamento,0
0,146.0,3,3,venda,0,4,Barro Vermelho,854500.0,apartamento,1
0,76.0,2,2,venda,300.0,1,Nova Descoberta,300000.0,apartamento,1
0,55.0,2,2,venda,228.0,1,Ponta Negra,200000.0,apartamento,1
0,56.0,1,2,venda,250.0,1,Ponta Negra,180000.0,apartamento,1
0,62.0,2,3,venda,360.0,1,Capim Macio,230000.0,apartamento,1
0,284.0,6,4,venda,0,4,Tirol,2000000.0,apartamento,4
0,62.0,2,3,venda,0,1,Barro Vermelho,280000.0,apartamento,1
0,56.0,1,2,venda,0,1,Ponta Negra,215000.0,apartamento,1
0,92.0,4,3,venda,500.0,2,Capim Macio,470000.0,apartamento,2
0,120.0,0,3,venda,0,0,Ponta Negra,760000.0,apartamento,3
0,58.0,1,2,venda,1.0,1,Capim Macio,285000.0,apartamento,1
0,57.0,2,2,venda,450.0,1,Lagoa Nova,255000.0,apartamento,1
0,117.0,4,4,venda,900.0,2,Ponta Negra,550000.0,apartamento,2
0,57.0,2,2,venda,285.0,1,Pitimbu,199000.0,apartamento,1
0,69.0,1,3,venda,300.0,1,PARNAMIRIM,145000.0,apartamento,1
0,110.0,4,3,venda,1040.0,2,Tirol,400000.0,apartamento,2
0,,1,2,venda,430.0,1,Barro Vermelho,225000.0,apartamento,1
0,57.0,2,2,venda,300.0,1,Neópolis,195000.0,apartamento,1
0,89.0,2,3,venda,350.0,2,Neópolis,320000.0,apartamento,1
0,205.0,0,3,venda,1400.0,3,Tirol,720000.0,apartamento,3
0,40.0,1,1,venda,0,1,Ponta Negra,249000.0,apartamento,1
0,60.0,2,2,venda,0,1,Lagoa Nova,184900.0,apartamento,1
0,285.0,5,4,venda,1400.0,4,Ponta Negra,950000.0,apartamento,4
0,167.0,3,3,venda,1450.0,4,Barro Vermelho,380000.0,apartamento,1
0,,6,4,venda,0,4,Ponta Negra,890000.0,apartamento,4
0,86.0,1,3,venda,500.0,2,Capim Macio,495000.0,apartamento,1
0,204.0,4,3,venda,800.0,2,Tirol,450000.0,apartamento,1
0,,1,2,venda,0,1,Planalto,120000.0,apartamento,0
0,,2,2,venda,0,1,Tirol,230000.0,apartamento,1
0,334.0,6,4,venda,0,4,Tirol,2199990.0,apartamento,4
0,178.0,5,3,venda,900.0,3,Areia Preta,800000.0,apartamento,3
0,89.0,1,3,venda,470.0,2,Candelária,390000.0,apartamento,1
0,84.0,3,3,venda,350.0,2,Ponta Negra,300000.0,apartamento,1
0,,2,2,venda,285.0,1,Ponta Negra,230000.0,apartamento,1
0,98.0,1,3,venda,0,2,Lagoa Nova,370000.0,apartamento,1
0,150.0,1,4,venda,400.0,2,Barro Vermelho,189000.0,apartamento,1
0,57.0,2,2,venda,285.0,1,Pitimbu,199000.0,apartamento,1
0,67.0,1,3,venda,270.0,1,Pitimbu,275000.0,apartamento,1
0,108.0,4,3,venda,630.0,2,Barro Vermelho,430000.0,apartamento,3
0,,2,3,venda,500.0,2,Tirol,300000.0,apartamento,1
0,318.0,0,5,venda,1300.0,3,Candelária,1100000.0,apartamento,0
0,215.0,4,3,venda,0,3,Tirol,1322943.0,apartamento,3
0,93.0,3,3,venda,470.0,2,Ponta Negra,300000.0,apartamento,2
0,57.0,2,2,venda,0,1,Lagoa Nova,260000.0,apartamento,1
0,56.0,2,2,venda,0,1,Capim Macio,185000.0,apartamento,1
0,98.0,0,4,venda,0,2,Capim Macio,480000.0,apartamento,2
0,132.0,3,3,venda,830.0,2,Lagoa Nova,390000.0,apartamento,1
0,77.0,1,3,venda,365.0,1,PARNAMIRIM,300000.0,apartamento,1
